cohort,site,siteState,family,roleOrKind,slug,titleOrQuery,url,clicks,impressions,ctr,position,band,decision,immediateContentMutation,earliestActionDate,reason
expansion757,pet,recovery,pet-hair-vacuum-tools,workflow,pet-hair-vacuum-tools-setup-and-daily-workflow,Pet-hair Vacuum Tools: Setup and Daily Workflow,https://pets.madabase.com/guides/pet-hair-vacuum-tools-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-hair-clippers,buying,pet-hair-clippers-buying-guide,Pet Hair Clippers Buying Guide,https://pets.madabase.com/guides/pet-hair-clippers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-hair-clippers,comparison,pet-hair-clippers-vs-alternatives,Pet Hair Clippers vs. professional grooming,https://pets.madabase.com/guides/pet-hair-clippers-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-hair-clippers,fit,pet-hair-clippers-compatibility-and-fit-guide,Pet Hair Clippers: Compatibility and Fit Guide,https://pets.madabase.com/guides/pet-hair-clippers-compatibility-and-fit-guide,0,2,0%,7.5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,pet-hair-clippers,ownership,pet-hair-clippers-ownership-cost-and-maintenance,Pet Hair Clippers: Ownership Cost and Maintenance,https://pets.madabase.com/guides/pet-hair-clippers-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-hair-clippers,workflow,pet-hair-clippers-setup-and-daily-workflow,Pet Hair Clippers: Setup and Daily Workflow,https://pets.madabase.com/guides/pet-hair-clippers-setup-and-daily-workflow,0,3,0%,5.67,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,pet-nail-grinders,buying,pet-nail-grinders-buying-guide,Pet Nail Grinders Buying Guide,https://pets.madabase.com/guides/pet-nail-grinders-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-nail-grinders,comparison,pet-nail-grinders-vs-alternatives,Pet Nail Grinders vs. pet nail clippers,https://pets.madabase.com/guides/pet-nail-grinders-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-nail-grinders,fit,pet-nail-grinders-compatibility-and-fit-guide,Pet Nail Grinders: Compatibility and Fit Guide,https://pets.madabase.com/guides/pet-nail-grinders-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-nail-grinders,ownership,pet-nail-grinders-ownership-cost-and-maintenance,Pet Nail Grinders: Ownership Cost and Maintenance,https://pets.madabase.com/guides/pet-nail-grinders-ownership-cost-and-maintenance,0,3,0%,12.67,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,pet,recovery,pet-nail-grinders,workflow,pet-nail-grinders-setup-and-daily-workflow,Pet Nail Grinders: Setup and Daily Workflow,https://pets.madabase.com/guides/pet-nail-grinders-setup-and-daily-workflow,0,3,0%,50.33,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,pet,recovery,pet-dryers,buying,pet-dryers-buying-guide,Pet Dryers Buying Guide,https://pets.madabase.com/guides/pet-dryers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-dryers,comparison,pet-dryers-vs-alternatives,Pet Dryers vs. towels and human-safe low-airflow drying,https://pets.madabase.com/guides/pet-dryers-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-dryers,fit,pet-dryers-compatibility-and-fit-guide,Pet Dryers: Compatibility and Fit Guide,https://pets.madabase.com/guides/pet-dryers-compatibility-and-fit-guide,0,1,0%,19,position-11-20,strengthen-evidence-after-rollout,hold,rollout-complete-plus-3-days,The page is within reach of page one; only evidence-backed internal support is justified after the comparison gate.
expansion757,pet,recovery,pet-dryers,ownership,pet-dryers-ownership-cost-and-maintenance,Pet Dryers: Ownership Cost and Maintenance,https://pets.madabase.com/guides/pet-dryers-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-dryers,workflow,pet-dryers-setup-and-daily-workflow,Pet Dryers: Setup and Daily Workflow,https://pets.madabase.com/guides/pet-dryers-setup-and-daily-workflow,0,2,0%,24.5,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,pet,recovery,deshedding-brushes,buying,deshedding-brushes-buying-guide,Deshedding Brushes Buying Guide,https://pets.madabase.com/guides/deshedding-brushes-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,deshedding-brushes,comparison,deshedding-brushes-vs-alternatives,Deshedding Brushes vs. grooming vacuum attachments,https://pets.madabase.com/guides/deshedding-brushes-vs-alternatives,0,3,0%,48.33,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,pet,recovery,deshedding-brushes,fit,deshedding-brushes-compatibility-and-fit-guide,Deshedding Brushes: Compatibility and Fit Guide,https://pets.madabase.com/guides/deshedding-brushes-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,deshedding-brushes,ownership,deshedding-brushes-ownership-cost-and-maintenance,Deshedding Brushes: Ownership Cost and Maintenance,https://pets.madabase.com/guides/deshedding-brushes-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,deshedding-brushes,workflow,deshedding-brushes-setup-and-daily-workflow,Deshedding Brushes: Setup and Daily Workflow,https://pets.madabase.com/guides/deshedding-brushes-setup-and-daily-workflow,0,6,0%,46.17,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,pet,recovery,robot-vacuums-for-pet-hair,buying,robot-vacuums-for-pet-hair-buying-guide,Robot Vacuums for Pet Hair Buying Guide,https://pets.madabase.com/guides/robot-vacuums-for-pet-hair-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,robot-vacuums-for-pet-hair,comparison,robot-vacuums-for-pet-hair-vs-alternatives,Robot Vacuums for Pet Hair vs. cordless vacuums,https://pets.madabase.com/guides/robot-vacuums-for-pet-hair-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,robot-vacuums-for-pet-hair,fit,robot-vacuums-for-pet-hair-compatibility-and-fit-guide,Robot Vacuums for Pet Hair: Compatibility and Fit Guide,https://pets.madabase.com/guides/robot-vacuums-for-pet-hair-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,robot-vacuums-for-pet-hair,ownership,robot-vacuums-for-pet-hair-ownership-cost-and-maintenance,Robot Vacuums for Pet Hair: Ownership Cost and Maintenance,https://pets.madabase.com/guides/robot-vacuums-for-pet-hair-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,robot-vacuums-for-pet-hair,workflow,robot-vacuums-for-pet-hair-setup-and-daily-workflow,Robot Vacuums for Pet Hair: Setup and Daily Workflow,https://pets.madabase.com/guides/robot-vacuums-for-pet-hair-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-stain-carpet-cleaners,buying,pet-stain-carpet-cleaners-buying-guide,Pet-stain Carpet Cleaners Buying Guide,https://pets.madabase.com/guides/pet-stain-carpet-cleaners-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-stain-carpet-cleaners,comparison,pet-stain-carpet-cleaners-vs-alternatives,Pet-stain Carpet Cleaners vs. spot extractors or professional cleaning,https://pets.madabase.com/guides/pet-stain-carpet-cleaners-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-stain-carpet-cleaners,fit,pet-stain-carpet-cleaners-compatibility-and-fit-guide,Pet-stain Carpet Cleaners: Compatibility and Fit Guide,https://pets.madabase.com/guides/pet-stain-carpet-cleaners-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-stain-carpet-cleaners,ownership,pet-stain-carpet-cleaners-ownership-cost-and-maintenance,Pet-stain Carpet Cleaners: Ownership Cost and Maintenance,https://pets.madabase.com/guides/pet-stain-carpet-cleaners-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,pet-stain-carpet-cleaners,workflow,pet-stain-carpet-cleaners-setup-and-daily-workflow,Pet-stain Carpet Cleaners: Setup and Daily Workflow,https://pets.madabase.com/guides/pet-stain-carpet-cleaners-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,cooling-pet-beds,buying,cooling-pet-beds-buying-guide,Cooling Pet Beds Buying Guide,https://pets.madabase.com/guides/cooling-pet-beds-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,cooling-pet-beds,comparison,cooling-pet-beds-vs-alternatives,Cooling Pet Beds vs. elevated mesh beds,https://pets.madabase.com/guides/cooling-pet-beds-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,cooling-pet-beds,fit,cooling-pet-beds-compatibility-and-fit-guide,Cooling Pet Beds: Compatibility and Fit Guide,https://pets.madabase.com/guides/cooling-pet-beds-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,cooling-pet-beds,ownership,cooling-pet-beds-ownership-cost-and-maintenance,Cooling Pet Beds: Ownership Cost and Maintenance,https://pets.madabase.com/guides/cooling-pet-beds-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,cooling-pet-beds,workflow,cooling-pet-beds-setup-and-daily-workflow,Cooling Pet Beds: Setup and Daily Workflow,https://pets.madabase.com/guides/cooling-pet-beds-setup-and-daily-workflow,0,1,0%,6,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,washable-orthopedic-pet-beds,buying,washable-orthopedic-pet-beds-buying-guide,Washable Orthopedic Pet Beds Buying Guide,https://pets.madabase.com/guides/washable-orthopedic-pet-beds-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,washable-orthopedic-pet-beds,comparison,washable-orthopedic-pet-beds-vs-alternatives,Washable Orthopedic Pet Beds vs. standard foam pet beds,https://pets.madabase.com/guides/washable-orthopedic-pet-beds-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,washable-orthopedic-pet-beds,fit,washable-orthopedic-pet-beds-compatibility-and-fit-guide,Washable Orthopedic Pet Beds: Compatibility and Fit Guide,https://pets.madabase.com/guides/washable-orthopedic-pet-beds-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,washable-orthopedic-pet-beds,ownership,washable-orthopedic-pet-beds-ownership-cost-and-maintenance,Washable Orthopedic Pet Beds: Ownership Cost and Maintenance,https://pets.madabase.com/guides/washable-orthopedic-pet-beds-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,washable-orthopedic-pet-beds,workflow,washable-orthopedic-pet-beds-setup-and-daily-workflow,Washable Orthopedic Pet Beds: Setup and Daily Workflow,https://pets.madabase.com/guides/washable-orthopedic-pet-beds-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,soft-sided-pet-carriers,buying,soft-sided-pet-carriers-buying-guide,Soft-sided Pet Carriers Buying Guide,https://pets.madabase.com/guides/soft-sided-pet-carriers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,soft-sided-pet-carriers,comparison,soft-sided-pet-carriers-vs-alternatives,Soft-sided Pet Carriers vs. hard-sided crates,https://pets.madabase.com/guides/soft-sided-pet-carriers-vs-alternatives,0,1,0%,55,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,pet,recovery,soft-sided-pet-carriers,fit,soft-sided-pet-carriers-compatibility-and-fit-guide,Soft-sided Pet Carriers: Compatibility and Fit Guide,https://pets.madabase.com/guides/soft-sided-pet-carriers-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,soft-sided-pet-carriers,ownership,soft-sided-pet-carriers-ownership-cost-and-maintenance,Soft-sided Pet Carriers: Ownership Cost and Maintenance,https://pets.madabase.com/guides/soft-sided-pet-carriers-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,soft-sided-pet-carriers,workflow,soft-sided-pet-carriers-setup-and-daily-workflow,Soft-sided Pet Carriers: Setup and Daily Workflow,https://pets.madabase.com/guides/soft-sided-pet-carriers-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,vehicle-pet-restraints,buying,vehicle-pet-restraints-buying-guide,Vehicle Pet Restraints Buying Guide,https://pets.madabase.com/guides/vehicle-pet-restraints-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,vehicle-pet-restraints,comparison,vehicle-pet-restraints-vs-alternatives,Vehicle Pet Restraints vs. secured travel crates,https://pets.madabase.com/guides/vehicle-pet-restraints-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,vehicle-pet-restraints,fit,vehicle-pet-restraints-compatibility-and-fit-guide,Vehicle Pet Restraints: Compatibility and Fit Guide,https://pets.madabase.com/guides/vehicle-pet-restraints-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,vehicle-pet-restraints,ownership,vehicle-pet-restraints-ownership-cost-and-maintenance,Vehicle Pet Restraints: Ownership Cost and Maintenance,https://pets.madabase.com/guides/vehicle-pet-restraints-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,vehicle-pet-restraints,workflow,vehicle-pet-restraints-setup-and-daily-workflow,Vehicle Pet Restraints: Setup and Daily Workflow,https://pets.madabase.com/guides/vehicle-pet-restraints-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,dog-ramps,buying,dog-ramps-buying-guide,Dog Ramps Buying Guide,https://pets.madabase.com/guides/dog-ramps-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,dog-ramps,comparison,dog-ramps-vs-alternatives,Dog Ramps vs. pet stairs,https://pets.madabase.com/guides/dog-ramps-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,dog-ramps,fit,dog-ramps-compatibility-and-fit-guide,Dog Ramps: Compatibility and Fit Guide,https://pets.madabase.com/guides/dog-ramps-compatibility-and-fit-guide,0,3,0%,79,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,pet,recovery,dog-ramps,ownership,dog-ramps-ownership-cost-and-maintenance,Dog Ramps: Ownership Cost and Maintenance,https://pets.madabase.com/guides/dog-ramps-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,dog-ramps,workflow,dog-ramps-setup-and-daily-workflow,Dog Ramps: Setup and Daily Workflow,https://pets.madabase.com/guides/dog-ramps-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,interactive-puzzle-feeders,buying,interactive-puzzle-feeders-buying-guide,Interactive Puzzle Feeders Buying Guide,https://pets.madabase.com/guides/interactive-puzzle-feeders-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,interactive-puzzle-feeders,comparison,interactive-puzzle-feeders-vs-alternatives,Interactive Puzzle Feeders vs. slow-feed bowls,https://pets.madabase.com/guides/interactive-puzzle-feeders-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,interactive-puzzle-feeders,fit,interactive-puzzle-feeders-compatibility-and-fit-guide,Interactive Puzzle Feeders: Compatibility and Fit Guide,https://pets.madabase.com/guides/interactive-puzzle-feeders-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,interactive-puzzle-feeders,ownership,interactive-puzzle-feeders-ownership-cost-and-maintenance,Interactive Puzzle Feeders: Ownership Cost and Maintenance,https://pets.madabase.com/guides/interactive-puzzle-feeders-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,interactive-puzzle-feeders,workflow,interactive-puzzle-feeders-setup-and-daily-workflow,Interactive Puzzle Feeders: Setup and Daily Workflow,https://pets.madabase.com/guides/interactive-puzzle-feeders-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,automatic-ball-launchers,buying,automatic-ball-launchers-buying-guide,Automatic Ball Launchers Buying Guide,https://pets.madabase.com/guides/automatic-ball-launchers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,automatic-ball-launchers,comparison,automatic-ball-launchers-vs-alternatives,Automatic Ball Launchers vs. manual fetch toys,https://pets.madabase.com/guides/automatic-ball-launchers-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,automatic-ball-launchers,fit,automatic-ball-launchers-compatibility-and-fit-guide,Automatic Ball Launchers: Compatibility and Fit Guide,https://pets.madabase.com/guides/automatic-ball-launchers-compatibility-and-fit-guide,0,1,0%,5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,automatic-ball-launchers,ownership,automatic-ball-launchers-ownership-cost-and-maintenance,Automatic Ball Launchers: Ownership Cost and Maintenance,https://pets.madabase.com/guides/automatic-ball-launchers-ownership-cost-and-maintenance,0,1,0%,4,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,automatic-ball-launchers,workflow,automatic-ball-launchers-setup-and-daily-workflow,Automatic Ball Launchers: Setup and Daily Workflow,https://pets.madabase.com/guides/automatic-ball-launchers-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,smart-bird-feeders,buying,smart-bird-feeders-buying-guide,Smart Bird Feeders Buying Guide,https://pets.madabase.com/guides/smart-bird-feeders-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,smart-bird-feeders,comparison,smart-bird-feeders-vs-alternatives,Smart Bird Feeders vs. standard wildlife feeders,https://pets.madabase.com/guides/smart-bird-feeders-vs-alternatives,0,1,0%,9,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,pet,recovery,smart-bird-feeders,fit,smart-bird-feeders-compatibility-and-fit-guide,Smart Bird Feeders: Compatibility and Fit Guide,https://pets.madabase.com/guides/smart-bird-feeders-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,pet,recovery,smart-bird-feeders,ownership,smart-bird-feeders-ownership-cost-and-maintenance,Smart Bird Feeders: Ownership Cost and Maintenance,https://pets.madabase.com/guides/smart-bird-feeders-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
